MerchantID,MerchantName,Location,TransactionID,Category,TransactionAmount,AnomalyScore,Timestamp
2066.0,Merchant 2066,Location 2066,741.0,Other,97.6323909,0.205205558,31-01-2022 20:00
2067.0,Merchant 2067,Location 2067,,,,,
2068.0,Merchant 2068,Location 2068,157.0,Online,60.5451451,0.753583804,07-01-2022 12:00
2069.0,Merchant 2069,Location 2069,297.0,Retail,82.52626114,0.740551881,13-01-2022 08:00
2070.0,Merchant 2070,Location 2070,2.0,Online,12.05308715,0.081748871,01-01-2022 01:00
2070.0,Merchant 2070,Location 2070,747.0,Food,96.2727881,0.13959878,01-02-2022 02:00
2071.0,Merchant 2071,Location 2071,,,,,
2072.0,Merchant 2072,Location 2072,,,,,
2073.0,Merchant 2073,Location 2073,,,,,
2074.0,Merchant 2074,Location 2074,,,,,
2075.0,Merchant 2075,Location 2075,828.0,Online,20.44550277,0.839977547,04-02-2022 11:00
2076.0,Merchant 2076,Location 2076,,,,,
2077.0,Merchant 2077,Location 2077,135.0,Travel,51.28972617,0.351812063,06-01-2022 14:00
2077.0,Merchant 2077,Location 2077,862.0,Travel,78.35691365,0.264548949,05-02-2022 21:00
2078.0,Merchant 2078,Location 2078,181.0,Other,95.81512851,0.148058285,08-01-2022 12:00
2079.0,Merchant 2079,Location 2079,413.0,Retail,98.81986154,0.014100238,18-01-2022 04:00
2079.0,Merchant 2079,Location 2079,448.0,Online,59.63116946,0.046924843,19-01-2022 15:00
2080.0,Merchant 2080,Location 2080,502.0,Retail,87.96458748,0.954584982,21-01-2022 21:00
2080.0,Merchant 2080,Location 2080,647.0,Online,49.86299156,0.668355417,27-01-2022 22:00
2081.0,Merchant 2081,Location 2081,166.0,Travel,94.98701866,0.172967878,07-01-2022 21:00
2081.0,Merchant 2081,Location 2081,339.0,Travel,81.11241004,0.397370963,15-01-2022 02:00
2081.0,Merchant 2081,Location 2081,790.0,Other,39.55877452,0.424632671,02-02-2022 21:00
2081.0,Merchant 2081,Location 2081,906.0,Retail,34.79164661,0.403552983,07-02-2022 17:00
2082.0,Merchant 2082,Location 2082,57.0,Travel,98.02129252,0.712486079,03-01-2022 08:00
2083.0,Merchant 2083,Location 2083,80.0,Retail,25.2730951,0.02555859,04-01-2022 07:00
2083.0,Merchant 2083,Location 2083,283.0,Retail,37.99213523,0.562189647,12-01-2022 18:00
2084.0,Merchant 2084,Location 2084,,,,,
2085.0,Merchant 2085,Location 2085,,,,,
2086.0,Merchant 2086,Location 2086,735.0,Retail,97.06319724,0.322360767,31-01-2022 14:00
2086.0,Merchant 2086,Location 2086,740.0,Food,95.47173528,0.207766552,31-01-2022 19:00
2087.0,Merchant 2087,Location 2087,,,,,
2088.0,Merchant 2088,Location 2088,267.0,Food,10.31780692,0.327654541,12-01-2022 02:00
2088.0,Merchant 2088,Location 2088,964.0,Food,85.37776737,0.184792798,10-02-2022 03:00
2089.0,Merchant 2089,Location 2089,340.0,Other,55.87043537,0.49312731,15-01-2022 03:00
2090.0,Merchant 2090,Location 2090,523.0,Other,77.9170909,0.164968965,22-01-2022 18:00
2091.0,Merchant 2091,Location 2091,593.0,Other,33.88586296,0.989508393,25-01-2022 16:00
2092.0,Merchant 2092,Location 2092,13.0,Other,64.78165788,0.44480312,01-01-2022 12:00
2093.0,Merchant 2093,Location 2093,,,,,
2094.0,Merchant 2094,Location 2094,221.0,Food,47.44304194,0.210648526,10-01-2022 04:00
2094.0,Merchant 2094,Location 2094,361.0,Travel,76.53717233,0.355828937,16-01-2022 00:00
2094.0,Merchant 2094,Location 2094,614.0,Food,30.22084018,0.291309745,26-01-2022 13:00
2094.0,Merchant 2094,Location 2094,900.0,Retail,56.47276107,0.031933281,07-02-2022 11:00
2095.0,Merchant 2095,Location 2095,,,,,
2096.0,Merchant 2096,Location 2096,7.0,Food,55.38311282,0.109891676,01-01-2022 06:00
2096.0,Merchant 2096,Location 2096,512.0,Travel,42.0865899,0.358194863,22-01-2022 07:00
2097.0,Merchant 2097,Location 2097,695.0,Food,29.94382449,0.250249542,29-01-2022 22:00
2098.0,Merchant 2098,Location 2098,,,,,
2099.0,Merchant 2099,Location 2099,431.0,Online,56.42352713,0.668503877,18-01-2022 22:00
2100.0,Merchant 2100,Location 2100,,,,,
2101.0,Merchant 2101,Location 2101,524.0,Retail,66.31709716,0.252487298,22-01-2022 19:00
2102.0,Merchant 2102,Location 2102,,,,,
2103.0,Merchant 2103,Location 2103,365.0,Travel,81.51690625,0.238982719,16-01-2022 04:00
2104.0,Merchant 2104,Location 2104,264.0,Food,26.57347152,0.202206374,11-01-2022 23:00
2104.0,Merchant 2104,Location 2104,898.0,Travel,47.63784703,0.250291006,07-02-2022 09:00
2105.0,Merchant 2105,Location 2105,,,,,
2106.0,Merchant 2106,Location 2106,,,,,
2107.0,Merchant 2107,Location 2107,,,,,
2108.0,Merchant 2108,Location 2108,,,,,
2109.0,Merchant 2109,Location 2109,,,,,
2110.0,Merchant 2110,Location 2110,,,,,
2111.0,Merchant 2111,Location 2111,93.0,Travel,49.22333119,0.190179869,04-01-2022 20:00
2111.0,Merchant 2111,Location 2111,485.0,Other,43.97107926,0.04313989,21-01-2022 04:00
2111.0,Merchant 2111,Location 2111,921.0,Other,36.53471969,0.65218791,08-02-2022 08:00
2112.0,Merchant 2112,Location 2112,568.0,Online,65.99753208,0.819214419,24-01-2022 15:00
2112.0,Merchant 2112,Location 2112,648.0,Other,15.89983887,0.374695658,27-01-2022 23:00
2112.0,Merchant 2112,Location 2112,783.0,Food,37.16365297,0.846093213,02-02-2022 14:00
2112.0,Merchant 2112,Location 2112,846.0,Retail,34.09638141,0.057999165,05-02-2022 05:00
2113.0,Merchant 2113,Location 2113,439.0,Food,35.00140428,0.523767715,19-01-2022 06:00
2114.0,Merchant 2114,Location 2114,,,,,
2115.0,Merchant 2115,Location 2115,630.0,Travel,95.74381608,0.140532315,27-01-2022 05:00
2116.0,Merchant 2116,Location 2116,78.0,Other,70.84820401,0.394130911,04-01-2022 05:00
2116.0,Merchant 2116,Location 2116,874.0,Food,58.75965,0.338223859,06-02-2022 09:00
2116.0,Merchant 2116,Location 2116,880.0,Retail,11.9200768,0.584718748,06-02-2022 15:00
2117.0,Merchant 2117,Location 2117,,,,,
2118.0,Merchant 2118,Location 2118,247.0,Retail,64.90209134,0.786697774,11-01-2022 06:00
2119.0,Merchant 2119,Location 2119,,,,,
2120.0,Merchant 2120,Location 2120,252.0,Food,80.25449381,0.707481159,11-01-2022 11:00
2120.0,Merchant 2120,Location 2120,266.0,Travel,59.42213532,0.612033514,12-01-2022 01:00
2121.0,Merchant 2121,Location 2121,,,,,
2122.0,Merchant 2122,Location 2122,,,,,
2123.0,Merchant 2123,Location 2123,563.0,Retail,28.19470945,0.762531509,24-01-2022 10:00
2124.0,Merchant 2124,Location 2124,863.0,Retail,61.20774773,0.702797545,05-02-2022 22:00
2125.0,Merchant 2125,Location 2125,197.0,Retail,39.74657137,0.783129714,09-01-2022 04:00
2126.0,Merchant 2126,Location 2126,553.0,Food,35.56554173,0.289009331,24-01-2022 00:00
2127.0,Merchant 2127,Location 2127,503.0,Online,72.76321184,0.678564873,21-01-2022 22:00
2127.0,Merchant 2127,Location 2127,723.0,Food,11.1067394,0.850092502,31-01-2022 02:00
2128.0,Merchant 2128,Location 2128,117.0,Travel,75.34393386,0.862686785,05-01-2022 20:00
2128.0,Merchant 2128,Location 2128,504.0,Other,10.90584595,0.571474422,21-01-2022 23:00
2128.0,Merchant 2128,Location 2128,820.0,Online,69.39128877,0.60540593,04-02-2022 03:00
2129.0,Merchant 2129,Location 2129,570.0,Travel,45.70892854,0.770579441,24-01-2022 17:00
2130.0,Merchant 2130,Location 2130,762.0,Other,32.84956202,0.280444488,01-02-2022 17:00
2131.0,Merchant 2131,Location 2131,64.0,Online,10.96755079,0.339129187,03-01-2022 15:00
2131.0,Merchant 2131,Location 2131,600.0,Food,60.49814144,0.468432617,25-01-2022 23:00
2132.0,Merchant 2132,Location 2132,,,,,
2133.0,Merchant 2133,Location 2133,,,,,
2134.0,Merchant 2134,Location 2134,654.0,Travel,91.20817696,0.284158998,28-01-2022 05:00
2135.0,Merchant 2135,Location 2135,,,,,
2136.0,Merchant 2136,Location 2136,484.0,Travel,18.22897709,0.539950495,21-01-2022 03:00
2137.0,Merchant 2137,Location 2137,864.0,Other,16.13528329,0.567559011,05-02-2022 23:00
2138.0,Merchant 2138,Location 2138,426.0,Online,17.47925471,0.563647598,18-01-2022 17:00
2139.0,Merchant 2139,Location 2139,958.0,Travel,54.94891695,0.41092384,09-02-2022 21:00
2140.0,Merchant 2140,Location 2140,91.0,Online,70.2877711,0.53258057,04-01-2022 18:00
2140.0,Merchant 2140,Location 2140,555.0,Online,14.59704183,0.145004005,24-01-2022 02:00
2141.0,Merchant 2141,Location 2141,,,,,
2142.0,Merchant 2142,Location 2142,321.0,Food,54.92016404,0.93899428,14-01-2022 08:00
2142.0,Merchant 2142,Location 2142,588.0,Other,63.0142397,0.610811417,25-01-2022 11:00
2143.0,Merchant 2143,Location 2143,,,,,
2144.0,Merchant 2144,Location 2144,176.0,Online,23.16580918,0.358169106,08-01-2022 07:00
2145.0,Merchant 2145,Location 2145,,,,,
2146.0,Merchant 2146,Location 2146,610.0,Other,90.01981973,0.51226005,26-01-2022 09:00
2147.0,Merchant 2147,Location 2147,,,,,
2148.0,Merchant 2148,Location 2148,125.0,Retail,83.10764959,0.792079862,06-01-2022 04:00
2149.0,Merchant 2149,Location 2149,895.0,Food,90.42202597,0.040817165,07-02-2022 06:00
2150.0,Merchant 2150,Location 2150,996.0,Food,89.45705885,0.266778431,11-02-2022 11:00
2151.0,Merchant 2151,Location 2151,,,,,
2152.0,Merchant 2152,Location 2152,793.0,Online,28.60155804,0.657232932,03-02-2022 00:00
2153.0,Merchant 2153,Location 2153,,,,,
2154.0,Merchant 2154,Location 2154,106.0,Travel,54.89026404,0.421563512,05-01-2022 09:00
2154.0,Merchant 2154,Location 2154,478.0,Food,73.92469444,0.4035191,20-01-2022 21:00
2154.0,Merchant 2154,Location 2154,789.0,Food,56.82490015,0.953190419,02-02-2022 20:00
2154.0,Merchant 2154,Location 2154,834.0,Online,97.85743756,0.890637165,04-02-2022 17:00
2155.0,Merchant 2155,Location 2155,781.0,Travel,92.16109624,0.747763708,02-02-2022 12:00
2156.0,Merchant 2156,Location 2156,,,,,
2157.0,Merchant 2157,Location 2157,,,,,
2158.0,Merchant 2158,Location 2158,,,,,
2159.0,Merchant 2159,Location 2159,,,,,
2160.0,Merchant 2160,Location 2160,867.0,Travel,96.79573985,0.806961791,06-02-2022 02:00
2161.0,Merchant 2161,Location 2161,,,,,
2162.0,Merchant 2162,Location 2162,198.0,Online,69.42652626,0.450737172,09-01-2022 05:00
2163.0,Merchant 2163,Location 2163,189.0,Food,90.69366946,0.05258412,08-01-2022 20:00
2163.0,Merchant 2163,Location 2163,722.0,Other,76.15460888,0.282353043,31-01-2022 01:00
2163.0,Merchant 2163,Location 2163,865.0,Online,66.87343909,0.57958834,06-02-2022 00:00
2164.0,Merchant 2164,Location 2164,496.0,Travel,72.22326538,0.804171429,21-01-2022 15:00
2165.0,Merchant 2165,Location 2165,480.0,Online,76.64636023,0.580813978,20-01-2022 23:00
2166.0,Merchant 2166,Location 2166,185.0,Online,29.79754218,0.871377898,08-01-2022 16:00
2167.0,Merchant 2167,Location 2167,,,,,
2168.0,Merchant 2168,Location 2168,,,,,
2169.0,Merchant 2169,Location 2169,123.0,Other,76.92373658,0.269505805,06-01-2022 02:00
2169.0,Merchant 2169,Location 2169,337.0,Other,53.56586868,0.148080122,15-01-2022 00:00
2170.0,Merchant 2170,Location 2170,,,,,
2171.0,Merchant 2171,Location 2171,67.0,Retail,59.48591944,0.169625926,03-01-2022 18:00
2172.0,Merchant 2172,Location 2172,876.0,Travel,41.01302588,0.20048183,06-02-2022 11:00
2173.0,Merchant 2173,Location 2173,35.0,Online,63.48108384,0.02342486,02-01-2022 10:00
2173.0,Merchant 2173,Location 2173,792.0,Retail,26.45740234,0.927048823,02-02-2022 23:00
2174.0,Merchant 2174,Location 2174,,,,,
2175.0,Merchant 2175,Location 2175,377.0,Online,79.80653967,0.658093339,16-01-2022 16:00
2175.0,Merchant 2175,Location 2175,604.0,Travel,94.80117505,0.265554035,26-01-2022 03:00
2176.0,Merchant 2176,Location 2176,194.0,Travel,81.99840679,0.176408367,09-01-2022 01:00
2176.0,Merchant 2176,Location 2176,594.0,Other,10.1432748,0.12327813,25-01-2022 17:00
2177.0,Merchant 2177,Location 2177,696.0,Online,76.66755347,0.92836783,29-01-2022 23:00
2178.0,Merchant 2178,Location 2178,466.0,Food,77.05180172,0.437642417,20-01-2022 09:00
2179.0,Merchant 2179,Location 2179,,,,,
2180.0,Merchant 2180,Location 2180,140.0,Travel,44.40597074,0.781759019,06-01-2022 19:00
2181.0,Merchant 2181,Location 2181,,,,,
2182.0,Merchant 2182,Location 2182,329.0,Food,59.29937764,0.956500552,14-01-2022 16:00
2183.0,Merchant 2183,Location 2183,639.0,Other,93.25937128,0.917046848,27-01-2022 14:00
2184.0,Merchant 2184,Location 2184,450.0,Other,85.0850611,0.525809463,19-01-2022 17:00
2184.0,Merchant 2184,Location 2184,613.0,Other,33.42063795,0.260798918,26-01-2022 12:00
2185.0,Merchant 2185,Location 2185,,,,,
2186.0,Merchant 2186,Location 2186,,,,,
2187.0,Merchant 2187,Location 2187,500.0,Food,21.63628002,0.093706878,21-01-2022 19:00
2188.0,Merchant 2188,Location 2188,387.0,Retail,98.86850261,0.336903233,17-01-2022 02:00
2189.0,Merchant 2189,Location 2189,,,,,
2190.0,Merchant 2190,Location 2190,,,,,
2191.0,Merchant 2191,Location 2191,599.0,Other,82.85202509,0.661492958,25-01-2022 22:00
2192.0,Merchant 2192,Location 2192,,,,,
2193.0,Merchant 2193,Location 2193,372.0,Other,66.69191083,0.137837134,16-01-2022 11:00
2194.0,Merchant 2194,Location 2194,818.0,Food,63.54074747,0.519130295,04-02-2022 01:00
2195.0,Merchant 2195,Location 2195,65.0,Other,74.80049283,0.095193896,03-01-2022 16:00
2195.0,Merchant 2195,Location 2195,312.0,Retail,18.37041241,0.285994427,13-01-2022 23:00
2195.0,Merchant 2195,Location 2195,957.0,Online,44.27028067,0.603067501,09-02-2022 20:00
2196.0,Merchant 2196,Location 2196,178.0,Online,75.17795368,0.479741809,08-01-2022 09:00
2196.0,Merchant 2196,Location 2196,626.0,Retail,62.0811763,0.339854609,27-01-2022 01:00
2197.0,Merchant 2197,Location 2197,635.0,Other,55.83383101,0.589710102,27-01-2022 10:00
2198.0,Merchant 2198,Location 2198,,,,,
2199.0,Merchant 2199,Location 2199,,,,,
2200.0,Merchant 2200,Location 2200,73.0,Travel,55.60426364,0.686013569,04-01-2022 00:00
2200.0,Merchant 2200,Location 2200,173.0,Online,69.26898129,0.956696054,08-01-2022 04:00
2200.0,Merchant 2200,Location 2200,528.0,Travel,75.62932809,0.747123806,22-01-2022 23:00
2200.0,Merchant 2200,Location 2200,885.0,Online,11.02197977,0.053030731,06-02-2022 20:00
2201.0,Merchant 2201,Location 2201,39.0,Other,53.30527211,0.938484554,02-01-2022 14:00
2201.0,Merchant 2201,Location 2201,171.0,Retail,91.19330768,0.44912317,08-01-2022 02:00
2202.0,Merchant 2202,Location 2202,815.0,Food,82.09475889,0.104404717,03-02-2022 22:00
2203.0,Merchant 2203,Location 2203,79.0,Online,65.46874683,0.608512343,04-01-2022 06:00
2203.0,Merchant 2203,Location 2203,530.0,Online,32.12537893,0.301766121,23-01-2022 01:00
2204.0,Merchant 2204,Location 2204,441.0,Online,94.52720429,0.872663009,19-01-2022 08:00
2205.0,Merchant 2205,Location 2205,,,,,
2206.0,Merchant 2206,Location 2206,222.0,Online,17.36876576,0.059029299,10-01-2022 05:00
2207.0,Merchant 2207,Location 2207,,,,,
2208.0,Merchant 2208,Location 2208,196.0,Travel,11.41475482,0.155644685,09-01-2022 03:00
2208.0,Merchant 2208,Location 2208,354.0,Travel,24.82031446,0.625373043,15-01-2022 17:00
2208.0,Merchant 2208,Location 2208,509.0,Other,55.99920314,0.686302465,22-01-2022 04:00
2209.0,Merchant 2209,Location 2209,141.0,Retail,46.56716357,0.671085348,06-01-2022 20:00
2210.0,Merchant 2210,Location 2210,,,,,
2211.0,Merchant 2211,Location 2211,333.0,Other,70.81285453,0.012760129,14-01-2022 20:00
2211.0,Merchant 2211,Location 2211,628.0,Other,58.85787927,0.948280598,27-01-2022 03:00
2212.0,Merchant 2212,Location 2212,565.0,Food,71.22961284,0.689377719,24-01-2022 12:00
2213.0,Merchant 2213,Location 2213,,,,,
2214.0,Merchant 2214,Location 2214,,,,,
2215.0,Merchant 2215,Location 2215,341.0,Food,48.30064943,0.701630082,15-01-2022 04:00
2215.0,Merchant 2215,Location 2215,615.0,Online,59.31212837,0.228355122,26-01-2022 14:00
2216.0,Merchant 2216,Location 2216,,,,,
2217.0,Merchant 2217,Location 2217,332.0,Travel,28.35578215,0.221757413,14-01-2022 19:00
2217.0,Merchant 2217,Location 2217,652.0,Retail,53.1674968,0.751150152,28-01-2022 03:00
2218.0,Merchant 2218,Location 2218,,,,,
2219.0,Merchant 2219,Location 2219,,,,,
2220.0,Merchant 2220,Location 2220,22.0,Online,53.84670687,0.124228478,01-01-2022 21:00
2220.0,Merchant 2220,Location 2220,182.0,Travel,18.85269718,0.730449485,08-01-2022 13:00
2220.0,Merchant 2220,Location 2220,611.0,Food,35.53622466,0.646370916,26-01-2022 10:00
2221.0,Merchant 2221,Location 2221,368.0,Online,24.22546795,0.890460483,16-01-2022 07:00
2222.0,Merchant 2222,Location 2222,,,,,
2223.0,Merchant 2223,Location 2223,284.0,Other,51.99564189,0.703766768,12-01-2022 19:00
2224.0,Merchant 2224,Location 2224,608.0,Food,85.80333329,0.986039738,26-01-2022 07:00
2225.0,Merchant 2225,Location 2225,159.0,Other,49.28997754,0.068610817,07-01-2022 14:00
2225.0,Merchant 2225,Location 2225,215.0,Online,87.13835925,0.247320005,09-01-2022 22:00
2225.0,Merchant 2225,Location 2225,464.0,Travel,55.76670589,0.223972831,20-01-2022 07:00
2226.0,Merchant 2226,Location 2226,126.0,Other,60.0261689,0.407731666,06-01-2022 05:00
2227.0,Merchant 2227,Location 2227,573.0,Travel,60.08855743,0.432446869,24-01-2022 20:00
2227.0,Merchant 2227,Location 2227,810.0,Retail,36.35341931,0.657107281,03-02-2022 17:00
2227.0,Merchant 2227,Location 2227,826.0,Other,37.05749101,0.327896833,04-02-2022 09:00
2228.0,Merchant 2228,Location 2228,260.0,Online,35.661095,0.34851838,11-01-2022 19:00
2228.0,Merchant 2228,Location 2228,270.0,Travel,27.51526729,0.607752002,12-01-2022 05:00
2229.0,Merchant 2229,Location 2229,167.0,Travel,70.94903663,0.957948101,07-01-2022 22:00
2229.0,Merchant 2229,Location 2229,180.0,Food,73.50579665,0.446695006,08-01-2022 11:00
2229.0,Merchant 2229,Location 2229,970.0,Online,98.24527598,0.943376543,10-02-2022 09:00
2230.0,Merchant 2230,Location 2230,,,,,
2231.0,Merchant 2231,Location 2231,238.0,Retail,,0.089740413,10-01-2022 21:00
2232.0,Merchant 2232,Location 2232,,,,,
2233.0,Merchant 2233,Location 2233,48.0,Travel,37.31484596,0.032240268,02-01-2022 23:00
2234.0,Merchant 2234,Location 2234,62.0,Travel,88.00863507,0.447881755,03-01-2022 13:00
2235.0,Merchant 2235,Location 2235,343.0,Other,39.32528733,0.857362019,15-01-2022 06:00
2235.0,Merchant 2235,Location 2235,788.0,Retail,29.47028571,0.003373251,02-02-2022 19:00
2235.0,Merchant 2235,Location 2235,819.0,Retail,14.93205607,0.020229668,04-02-2022 02:00
2235.0,Merchant 2235,Location 2235,1000.0,Other,97.4401275,0.311223759,11-02-2022 15:00
2236.0,Merchant 2236,Location 2236,,,,,
2237.0,Merchant 2237,Location 2237,,,,,
2238.0,Merchant 2238,Location 2238,3.0,Travel,33.31035719,0.02385683,01-01-2022 02:00
2238.0,Merchant 2238,Location 2238,344.0,Other,45.51139833,0.337558705,15-01-2022 07:00
2239.0,Merchant 2239,Location 2239,49.0,Other,11.93959323,0.006120114,03-01-2022 00:00
2239.0,Merchant 2239,Location 2239,307.0,Travel,13.47867254,0.269449435,13-01-2022 18:00
2239.0,Merchant 2239,Location 2239,768.0,Food,49.08791514,0.719278688,01-02-2022 23:00
2239.0,Merchant 2239,Location 2239,905.0,Travel,98.2408376,0.477741906,07-02-2022 16:00
2240.0,Merchant 2240,Location 2240,114.0,Travel,97.86479107,0.838471946,05-01-2022 17:00
2240.0,Merchant 2240,Location 2240,672.0,Online,52.41569577,0.156625593,28-01-2022 23:00
